mkb_code;recommendation;del_freq;use_freq;type
B18.2;Определение антител классов M, G (IgG, IgM) к вирусу гепатита A (Hepatitis A virus) в крови;1;1;li
B18.2;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;1;1;li
B18.2;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;1;1;li
B18.2;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ- 1 (Human immunodeficiency virus HIV 1) в крови;1;1;li
B18.2;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ- 2 (Human immunodeficiency virus HIV 2) в крови;1;1;li
B18.2;Определение антител к вирусу геморрагической лихорадки с почечным синдромом в крови;0,01;1;li
B18.2;Общий (клинический) анализ крови развернутый;1;1;li
B18.2;Анализ крови биохимический общетерапевтический;1;1;li
B18.2;Анализ мочи общий;1;1;li
B18.2;Эзофагогастродуоденоскопия;0,2;1;im
B18.2;Ультразвуковое исследование органов брюшной полости (комплексное);0,5;1;im
B18.2;Регистрация электрокардиограммы;1;1;im
B18.2;Магнитно-резонансная томография брюшной полости;0,025;1;im
B18.2;Флюорография легких цифровая;1;1;im
B18.2;Компьютерная томография органов брюшной полости;0,1;1;im
B18.2;Чрескожная биопсия печени;0,015;1;im
B18.2;Исследование уровня фибриногена в крови;0,2;2;li
B18.2;Исследование уровня липазы в сыворотке крови;0,1;2;li
B18.2;Коагулограмма (ориентировочное исследование системы гемостаза);1;1;li
B18.2;Общий (клинический) анализ крови развернутый;1;2;li
B18.2;Анализ крови биохимический общетерапевтический;1;2;li
B18.2;Анализ мочи общий;1;2;li
B18.2;Эзофагогастродуоденоскопия;0,05;1;im
B18.2;Регистрация электрокардиограммы;0,5;1;im
B18.2;Рентгенография придаточных пазух носа;0,01;1;im
B18.2;Рентгенография легких;0,25;1;im
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- акушера-гинеколога первичный;0,35;1;pr
B20|B21|B22|B23|B24|Z21;Осмотр (консультация) врачом-анестезиологом- реаниматологом первичный;0,2;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- гематолога первичный;0,05;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- дерматовенеролога первичный;0,05;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- инфекциониста первичный;1;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- кардиолога первичный;0,05;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- невролога первичный;0,3;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- нейрохирурга первичный;0,01;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- онколога первичный;0,02;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- оториноларинголога первичный;0,05;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- офтальмолога первичный;0,3;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- психиатра первичный;0,1;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- психиатра-нарколога первичный;0,8;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- терапевта первичный;0,2;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- уролога первичный;0,05;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- фтизиатра первичный;0,5;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- хирурга первичный;0,1;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- эндокринолога первичный;0,05;1;pr
B20|B21|B22|B23|B24|Z21;Прием (осмотр, консультация) врача- стоматолога-терапевта первичный;0,05;1;pr
B20|B21|B22|B23|B24|Z21;Морфологическое (гистологическое) исследование препарата кожи;0,01;1;li
B20|B21|B22|B23|B24|Z21;Цитологическое исследование мазка костного мозга (подсчет формулы костного мозга);0,03;1,1;li
B20|B21|B22|B23|B24|Z21;Исследование уровня ретикулоцитов в крови;0,01;1;li
B20|B21|B22|B23|B24|Z21;Гистологическое исследование препарата тканей лимфоузла;0,05;1;li
B20|B21|B22|B23|B24|Z21;Цитологическое исследование биоптатов лимфоузлов;0,05;1;li
B20|B21|B22|B23|B24|Z21;Морфологическое исследование препарата тканей шейки матки;0,01;1;li
B20|B21|B22|B23|B24|Z21;Иммуногистохимическое исследование материала;0,01;1;li
B20|B21|B22|B23|B24|Z21;Исследование уровня молочной кислоты в крови;0,05;1;li
B20|B21|B22|B23|B24|Z21;Микроскопическое исследование нативного и окрашенного препарата мокроты;0,5;1;li
B20|B21|B22|B23|B24|Z21;Цитологическое исследование плевральной жидкости;0,02;1;li
B20|B21|B22|B23|B24|Z21;Микроскопическое исследование лаважной жидкости;0,15;1;li
B20|B21|B22|B23|B24|Z21;Микроскопическое исследование нативного и окрашенного препарата плевральной жидкости;0,05;1;li
B20|B21|B22|B23|B24|Z21;Исследование кала на скрытую кровь;0,05;1;li
B20|B21|B22|B23|B24|Z21;Исследование кала на гельминты;0,1;1;li
B20|B21|B22|B23|B24|Z21;Исследование кала на простейшие и яйца гельминтов;0,05;1;li
